#@string,string,string,string,ra,dec,string,string,string,string,string,string,string
idx,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,rootname,filename,s_region
154,ACS,WFC,13901,NGC1751-FIELD,73.616311,-69.910985,CLEAR1L,F814W,Girardi,80,2011-10-13,jbhy52vhq,multiband/13901_NGC1751-FIELD/jbhy52vhq_flt.fits,'POLYGON 73.60491706 -69.87570984 73.50635738 -69.91970765 73.64696644 -69.95108436 73.74425452 -69.90506663 73.60491706 -69.87570984 73.60491706 -69.87570984'
155,ACS,WFC,13901,NGC1751-FIELD,73.616311,-69.910985,CLEAR1L,F435W,Girardi,350,2011-10-13,jbhy52viq,multiband/13901_NGC1751-FIELD/jbhy52viq_flt.fits,'POLYGON 73.60491706 -69.87570984 73.50635738 -69.91970765 73.64696644 -69.95108436 73.74425452 -69.90506663 73.60491706 -69.87570984 73.60491706 -69.87570984'
156,ACS,WFC,13901,NGC1751-FIELD,73.616311,-69.910985,F555W,CLEAR2L,Girardi,350,2011-10-13,jbhy52vkq,multiband/13901_NGC1751-FIELD/jbhy52vkq_flt.fits,'POLYGON 73.60491706 -69.87570984 73.50635738 -69.91970765 73.64696644 -69.95108436 73.74425452 -69.90506663 73.60491706 -69.87570984 73.60491706 -69.87570984'
157,ACS,WFC,13901,NGC1751-FIELD,73.616175,-69.910977,F555W,CLEAR2L,Girardi,350,2011-10-13,jbhy52vnq,multiband/13901_NGC1751-FIELD/jbhy52vnq_flt.fits,'POLYGON 73.60491706 -69.87570984 73.50635738 -69.91970765 73.64696644 -69.95108436 73.74425452 -69.90506663 73.60491706 -69.87570984 73.60491706 -69.87570984'
158,ACS,WFC,13901,NGC1751-FIELD,73.616175,-69.910977,CLEAR1L,F814W,Girardi,300,2011-10-13,jbhy52vrq,multiband/13901_NGC1751-FIELD/jbhy52vrq_flt.fits,'POLYGON 73.60491706 -69.87570984 73.50635738 -69.91970765 73.64696644 -69.95108436 73.74425452 -69.90506663 73.60491706 -69.87570984 73.60491706 -69.87570984'
159,ACS,WFC,13901,NGC1751-FIELD,73.614623,-69.91024,CLEAR1L,F435W,Girardi,350,2011-10-13,jbhy52vtq,multiband/13901_NGC1751-FIELD/jbhy52vtq_flt.fits,'POLYGON 73.60491706 -69.87570984 73.50635738 -69.91970765 73.64696644 -69.95108436 73.74425452 -69.90506663 73.60491706 -69.87570984 73.60491706 -69.87570984'
160,ACS,WFC,13901,NGC1751-FIELD,73.614623,-69.91024,CLEAR1L,F814W,Girardi,340,2011-10-13,jbhy52vvq,multiband/13901_NGC1751-FIELD/jbhy52vvq_flt.fits,'POLYGON 73.60491706 -69.87570984 73.50635738 -69.91970765 73.64696644 -69.95108436 73.74425452 -69.90506663 73.60491706 -69.87570984 73.60491706 -69.87570984'
161,WFC3,UVIS,13901,NGC1751,73.575625,-69.81277800000001,F336W,...,Girardi,1200,2011-10-13,ibhy52vgq,multiband/13901_NGC1751/ibhy52vgq_flt.fits,'POLYGON 73.62862797 -69.7877198 73.49798517 -69.79331927 73.52258505 -69.83782326 73.65216653 -69.83278656 73.62862797 -69.7877198 73.62862797 -69.7877198'
162,WFC3,UVIS,13901,NGC1751,73.575625,-69.81277800000001,F336W,...,Girardi,1190,2011-10-13,ibhy52vmq,multiband/13901_NGC1751/ibhy52vmq_flt.fits,'POLYGON 73.62862797 -69.7877198 73.49798517 -69.79331927 73.52258505 -69.83782326 73.65216653 -69.83278656 73.62862797 -69.7877198 73.62862797 -69.7877198'
163,WFC3,UVIS,13901,NGC1751,73.575625,-69.81277800000001,F336W,...,Girardi,1190,2011-10-13,ibhy52vsq,multiband/13901_NGC1751/ibhy52vsq_flt.fits,'POLYGON 73.62862797 -69.7877198 73.49798517 -69.79331927 73.52258505 -69.83782326 73.65216653 -69.83278656 73.62862797 -69.7877198 73.62862797 -69.7877198'
164,ACS,WFC,13901,NGC1751,73.55229200000001,-69.807422,F555W,CLEAR2L,Gilmore,300,2003-10-07,j8ne47qcq,multiband/13901_NGC1751/j8ne47qcq_flt.fits,'POLYGON GSC1  73.63387616 -69.79247051  73.53863713 -69.83819841  73.46985021 -69.82345819  73.56549592 -69.77881871  73.63387616 -69.79247051'
165,ACS,WFC,13901,NGC1751,73.55229200000001,-69.807422,CLEAR1L,F814W,Gilmore,200,2003-10-07,j8ne47qfq,multiband/13901_NGC1751/j8ne47qfq_flt.fits,'POLYGON GSC1  73.63387616 -69.79247051  73.53863713 -69.83819841  73.46985021 -69.82345819  73.56549592 -69.77881871  73.63387616 -69.79247051'
166,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,90,2006-03-04,j9es01rvq,multiband/13901_NGC1751/j9es01rvq_flt.fits,'POLYGON GSC1  73.50780019 -69.83576387  73.51007675 -69.77945820  73.59074332 -69.77791981  73.58666742 -69.83342946  73.50780019 -69.83576387'
167,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,0,2006-03-04,j9es01rwq,multiband/13901_NGC1751/j9es01rwq_flt.fits,'POLYGON GSC1  73.50780019 -69.83576387  73.51007675 -69.77945820  73.59074332 -69.77791981  73.58666742 -69.83342946  73.50780019 -69.83576387'
168,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,0,2006-03-04,j9es01ryq,multiband/13901_NGC1751/j9es01ryq_flt.fits,'POLYGON GSC1  73.50780019 -69.83576387  73.51007675 -69.77945820  73.59074332 -69.77791981  73.58666742 -69.83342946  73.50780019 -69.83576387'
169,ACS,WFC,13901,NGC1751,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,40,2006-03-04,j9es01s1q,multiband/13901_NGC1751/j9es01s1q_flt.fits,'POLYGON GSC1  73.50780019 -69.83576387  73.51007675 -69.77945820  73.59074332 -69.77791981  73.58666742 -69.83342946  73.50780019 -69.83576387'
170,ACS,WFC,13901,NGC1751,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,0,2006-03-04,j9es01s2q,multiband/13901_NGC1751/j9es01s2q_flt.fits,'POLYGON GSC1  73.50780019 -69.83576387  73.51007675 -69.77945820  73.59074332 -69.77791981  73.58666742 -69.83342946  73.50780019 -69.83576387'
171,ACS,WFC,13901,NGC1751,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,0,2006-03-04,j9es01s4q,multiband/13901_NGC1751/j9es01s4q_flt.fits,'POLYGON GSC1  73.50780019 -69.83576387  73.51007675 -69.77945820  73.59074332 -69.77791981  73.58666742 -69.83342946  73.50780019 -69.83576387'
172,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,8,2006-03-04,j9es01s7q,multiband/13901_NGC1751/j9es01s7q_flt.fits,'POLYGON GSC1  73.50780019 -69.83576387  73.51007675 -69.77945820  73.59074332 -69.77791981  73.58666742 -69.83342946  73.50780019 -69.83576387'
173,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,0,2006-03-04,j9es01s8q,multiband/13901_NGC1751/j9es01s8q_flt.fits,'POLYGON GSC1  73.50780019 -69.83576387  73.51007675 -69.77945820  73.59074332 -69.77791981  73.58666742 -69.83342946  73.50780019 -69.83576387'
174,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,0,2006-03-04,j9es01saq,multiband/13901_NGC1751/j9es01saq_flt.fits,'POLYGON GSC1  73.50780019 -69.83576387  73.51007675 -69.77945820  73.59074332 -69.77791981  73.58666742 -69.83342946  73.50780019 -69.83576387'
175,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,90,2006-10-17,j9es51huq,multiband/13901_NGC1751/j9es51huq_flt.fits,'POLYGON 73.5734856 -69.77819851 73.46440832 -69.81899707 73.528141 -69.83622355 73.63718774 -69.79432838 73.5734856 -69.77819851 73.5734856 -69.77819851'
176,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,340,2006-10-17,j9es51hvq,multiband/13901_NGC1751/j9es51hvq_flt.fits,'POLYGON 73.5734856 -69.77819851 73.46440832 -69.81899707 73.528141 -69.83622355 73.63718774 -69.79432838 73.5734856 -69.77819851 73.5734856 -69.77819851'
177,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F435W,Goudfrooij,340,2006-10-17,j9es51hxq,multiband/13901_NGC1751/j9es51hxq_flt.fits,'POLYGON 73.5734856 -69.77819851 73.46440832 -69.81899707 73.528141 -69.83622355 73.63718774 -69.79432838 73.5734856 -69.77819851 73.5734856 -69.77819851'
178,ACS,WFC,13901,NGC1751,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,40,2006-10-18,j9es51i0q,multiband/13901_NGC1751/j9es51i0q_flt.fits,'POLYGON 73.5734856 -69.77819851 73.46440832 -69.81899707 73.528141 -69.83622355 73.63718774 -69.79432838 73.5734856 -69.77819851 73.5734856 -69.77819851'
179,ACS,WFC,13901,NGC1751,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,340,2006-10-18,j9es51i1q,multiband/13901_NGC1751/j9es51i1q_flt.fits,'POLYGON 73.5734856 -69.77819851 73.46440832 -69.81899707 73.528141 -69.83622355 73.63718774 -69.79432838 73.5734856 -69.77819851 73.5734856 -69.77819851'
180,ACS,WFC,13901,NGC1751,73.55,-69.806667,F555W,CLEAR2L,Goudfrooij,340,2006-10-18,j9es51i3q,multiband/13901_NGC1751/j9es51i3q_flt.fits,'POLYGON 73.5734856 -69.77819851 73.46440832 -69.81899707 73.528141 -69.83622355 73.63718774 -69.79432838 73.5734856 -69.77819851 73.5734856 -69.77819851'
181,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,8,2006-10-18,j9es51i6q,multiband/13901_NGC1751/j9es51i6q_flt.fits,'POLYGON 73.5734856 -69.77819851 73.46440832 -69.81899707 73.528141 -69.83622355 73.63718774 -69.79432838 73.5734856 -69.77819851 73.5734856 -69.77819851'
182,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,340,2006-10-18,j9es51i7q,multiband/13901_NGC1751/j9es51i7q_flt.fits,'POLYGON 73.5734856 -69.77819851 73.46440832 -69.81899707 73.528141 -69.83622355 73.63718774 -69.79432838 73.5734856 -69.77819851 73.5734856 -69.77819851'
183,ACS,WFC,13901,NGC1751,73.55,-69.806667,CLEAR1L,F814W,Goudfrooij,340,2006-10-18,j9es51i9q,multiband/13901_NGC1751/j9es51i9q_flt.fits,'POLYGON 73.5734856 -69.77819851 73.46440832 -69.81899707 73.528141 -69.83622355 73.63718774 -69.79432838 73.5734856 -69.77819851 73.5734856 -69.77819851'
184,ACS,WFC,13901,NGC1783-FIELD,74.813586,-66.092641,CLEAR1L,F814W,Girardi,80,2011-10-12,jbhy50syq,multiband/13901_NGC1783-FIELD/jbhy50syq_flt.fits,'POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821'
185,ACS,WFC,13901,NGC1783-FIELD,74.813586,-66.092641,CLEAR1L,F435W,Girardi,350,2011-10-12,jbhy50szq,multiband/13901_NGC1783-FIELD/jbhy50szq_flt.fits,'POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821'
186,ACS,WFC,13901,NGC1783-FIELD,74.813586,-66.092641,F555W,CLEAR2L,Girardi,350,2011-10-12,jbhy50t1q,multiband/13901_NGC1783-FIELD/jbhy50t1q_flt.fits,'POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821'
187,ACS,WFC,13901,NGC1783-FIELD,74.81347,-66.09263399999999,F555W,CLEAR2L,Girardi,350,2011-10-12,jbhy50t4q,multiband/13901_NGC1783-FIELD/jbhy50t4q_flt.fits,'POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821'
188,ACS,WFC,13901,NGC1783-FIELD,74.81347,-66.09263399999999,CLEAR1L,F814W,Girardi,300,2011-10-12,jbhy50t8q,multiband/13901_NGC1783-FIELD/jbhy50t8q_flt.fits,'POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821'
189,ACS,WFC,13901,NGC1783-FIELD,74.812104,-66.091912,CLEAR1L,F435W,Girardi,350,2011-10-12,jbhy50tfq,multiband/13901_NGC1783-FIELD/jbhy50tfq_flt.fits,'POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821'
190,ACS,WFC,13901,NGC1783-FIELD,74.812104,-66.091912,CLEAR1L,F814W,Girardi,340,2011-10-12,jbhy50thq,multiband/13901_NGC1783-FIELD/jbhy50thq_flt.fits,'POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821'
191,WFC3,UVIS,13901,NGC1783,74.772375,-65.994861,F336W,...,Girardi,1200,2011-10-12,ibhy50sxq,multiband/13901_NGC1783/ibhy50sxq_flt.fits,'POLYGON 74.81561398 -65.96930496 74.70519963 -65.97615911 74.72912515 -66.02040772 74.8386358 -66.01412987 74.81561398 -65.96930496 74.81561398 -65.96930496'
192,WFC3,UVIS,13901,NGC1783,74.772375,-65.994861,F336W,...,Girardi,1190,2011-10-12,ibhy50t3q,multiband/13901_NGC1783/ibhy50t3q_flt.fits,'POLYGON 74.81561398 -65.96930496 74.70519963 -65.97615911 74.72912515 -66.02040772 74.8386358 -66.01412987 74.81561398 -65.96930496 74.81561398 -65.96930496'
193,WFC3,UVIS,13901,NGC1783,74.772375,-65.994861,F336W,...,Girardi,1190,2011-10-12,ibhy50teq,multiband/13901_NGC1783/ibhy50teq_flt.fits,'POLYGON 74.81561398 -65.96930496 74.70519963 -65.97615911 74.72912515 -66.02040772 74.8386358 -66.01412987 74.81561398 -65.96930496 74.81561398 -65.96930496'
194,ACS,WFC,13901,NGC1783,74.786,-65.987997,F555W,CLEAR2L,Gilmore,250,2003-10-07,j8ne51roq,multiband/13901_NGC1783/j8ne51roq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
195,ACS,WFC,13901,NGC1783,74.786,-65.987997,CLEAR1L,F814W,Gilmore,170,2003-10-07,j8ne51rsq,multiband/13901_NGC1783/j8ne51rsq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
196,ACS,WFC,13901,NGC1783,74.787286,-65.986347,CLEAR1L,F435W,Goudfrooij,90,2006-01-14,j9es07sjq,multiband/13901_NGC1783/j9es07sjq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
197,ACS,WFC,13901,NGC1783,74.787286,-65.986347,CLEAR1L,F435W,Goudfrooij,340,2006-01-14,j9es07skq,multiband/13901_NGC1783/j9es07skq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
198,ACS,WFC,13901,NGC1783,74.787286,-65.986347,CLEAR1L,F435W,Goudfrooij,340,2006-01-14,j9es07smq,multiband/13901_NGC1783/j9es07smq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
199,ACS,WFC,13901,NGC1783,74.787286,-65.986347,F555W,CLEAR2L,Goudfrooij,40,2006-01-14,j9es07spq,multiband/13901_NGC1783/j9es07spq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
200,ACS,WFC,13901,NGC1783,74.787286,-65.986347,F555W,CLEAR2L,Goudfrooij,340,2006-01-14,j9es07sqq,multiband/13901_NGC1783/j9es07sqq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
201,ACS,WFC,13901,NGC1783,74.787286,-65.986347,F555W,CLEAR2L,Goudfrooij,340,2006-01-14,j9es07ssq,multiband/13901_NGC1783/j9es07ssq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
202,ACS,WFC,13901,NGC1783,74.787286,-65.986347,CLEAR1L,F814W,Goudfrooij,8,2006-01-14,j9es07svq,multiband/13901_NGC1783/j9es07svq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
203,ACS,WFC,13901,NGC1783,74.787286,-65.986347,CLEAR1L,F814W,Goudfrooij,340,2006-01-14,j9es07swq,multiband/13901_NGC1783/j9es07swq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
204,ACS,WFC,13901,NGC1783,74.787286,-65.986347,CLEAR1L,F814W,Goudfrooij,340,2006-01-14,j9es07syq,multiband/13901_NGC1783/j9es07syq_flt.fits,'POLYGON 74.75405586 -65.95734081 74.71398042 -65.9799999 74.82056711 -66.01593304 74.85800738 -65.99328753 74.75405586 -65.95734081 74.75405586 -65.95734081'
205,WFC3,UVIS,13901,NGC1786,74.7825,-67.745278,F438W,...,Monelli,200,2014-06-13,icb004k4q,multiband/13901_NGC1786/icb004k4q_flt.fits,'POLYGON 74.77005021 -67.71996472 74.72379771 -67.73414688 74.79329379 -67.77093252 74.83864013 -67.7566753 74.77005021 -67.71996472 74.77005021 -67.71996472'
206,WFC3,UVIS,13901,NGC1786,74.7825,-67.745278,F336W,...,Monelli,1015,2014-06-13,icb004k6q,multiband/13901_NGC1786/icb004k6q_flt.fits,'POLYGON 74.77019346 -67.71941744 74.72394212 -67.73359963 74.79343681 -67.77038522 74.83878201 -67.75612796 74.77019346 -67.71941744 74.77019346 -67.71941744'
207,WFC3,UVIS,13901,NGC1786,74.7825,-67.745278,F814W,...,Monelli,100,2014-06-13,icb004kcq,multiband/13901_NGC1786/icb004kcq_flt.fits,'POLYGON ICRS  74.79423165 -67.77013862  74.72473644 -67.73335337  74.77098681 -67.71917095  74.83957588 -67.75588114  74.79423165 -67.77013862'
208,WFC3,UVIS,13901,NGC1786,74.7825,-67.745278,F336W,...,Monelli,1015,2014-06-13,icb004l4q,multiband/13901_NGC1786/icb004l4q_flt.fits,'POLYGON 74.77019346 -67.71941744 74.72394212 -67.73359963 74.79343681 -67.77038522 74.83878201 -67.75612796 74.77019346 -67.71941744 74.77019346 -67.71941744'
209,WFC3,UVIS,13901,NGC1786,74.7825,-67.745278,F438W,...,Monelli,200,2014-06-13,icb004l9q,multiband/13901_NGC1786/icb004l9q_flt.fits,'POLYGON 74.77005021 -67.71996472 74.72379771 -67.73414688 74.79329379 -67.77093252 74.83864013 -67.7566753 74.77005021 -67.71996472 74.77005021 -67.71996472'
210,ACS,WFC,13901,NGC1786,74.7825,-67.745278,CLEAR1L,F814W,Monelli,100,2014-06-13,jcb004k5q,multiband/13901_NGC1786/jcb004k5q_flt.fits,'POLYGON ICRS  74.79423165 -67.77013862  74.72473644 -67.73335337  74.77098681 -67.71917095  74.83957588 -67.75588114  74.79423165 -67.77013862'
211,ACS,WFC,13901,NGC1786,74.7825,-67.745278,CLEAR1L,F814W,Monelli,90,2014-06-13,jcb004laq,multiband/13901_NGC1786/jcb004laq_flt.fits,'POLYGON ICRS  74.79423165 -67.77013862  74.72473644 -67.73335337  74.77098681 -67.71917095  74.83957588 -67.75588114  74.79423165 -67.77013862'
212,ACS,WFC,13901,NGC1806-FIELD,75.622736,-68.08546899999999,CLEAR1L,F814W,Girardi,80,2011-10-12,jbhy51ruq,multiband/13901_NGC1806-FIELD/jbhy51ruq_flt.fits,'POLYGON 75.60839482 -68.05038391 75.52258751 -68.09573342 75.65532444 -68.12510439 75.73973473 -68.07776148 75.60839482 -68.05038391 75.60839482 -68.05038391'
213,ACS,WFC,13901,NGC1806-FIELD,75.622736,-68.08546899999999,CLEAR1L,F435W,Girardi,350,2011-10-12,jbhy51rvq,multiband/13901_NGC1806-FIELD/jbhy51rvq_flt.fits,'POLYGON 75.60839482 -68.05038391 75.52258751 -68.09573342 75.65532444 -68.12510439 75.73973473 -68.07776148 75.60839482 -68.05038391 75.60839482 -68.05038391'
214,ACS,WFC,13901,NGC1806-FIELD,75.622736,-68.08546899999999,F555W,CLEAR2L,Girardi,350,2011-10-12,jbhy51rxq,multiband/13901_NGC1806-FIELD/jbhy51rxq_flt.fits,'POLYGON 75.60839482 -68.05038391 75.52258751 -68.09573342 75.65532444 -68.12510439 75.73973473 -68.07776148 75.60839482 -68.05038391 75.60839482 -68.05038391'
215,ACS,WFC,13901,NGC1806-FIELD,75.62261,-68.085463,F555W,CLEAR2L,Girardi,350,2011-10-12,jbhy51s0q,multiband/13901_NGC1806-FIELD/jbhy51s0q_flt.fits,'POLYGON 75.60839482 -68.05038391 75.52258751 -68.09573342 75.65532444 -68.12510439 75.73973473 -68.07776148 75.60839482 -68.05038391 75.60839482 -68.05038391'
216,ACS,WFC,13901,NGC1806-FIELD,75.62261,-68.085463,CLEAR1L,F814W,Girardi,300,2011-10-12,jbhy51s4q,multiband/13901_NGC1806-FIELD/jbhy51s4q_flt.fits,'POLYGON 75.60839482 -68.05038391 75.52258751 -68.09573342 75.65532444 -68.12510439 75.73973473 -68.07776148 75.60839482 -68.05038391 75.60839482 -68.05038391'
217,ACS,WFC,13901,NGC1806-FIELD,75.62110200000001,-68.084749,CLEAR1L,F435W,Girardi,350,2011-10-12,jbhy51s6q,multiband/13901_NGC1806-FIELD/jbhy51s6q_flt.fits,'POLYGON 75.60839482 -68.05038391 75.52258751 -68.09573342 75.65532444 -68.12510439 75.73973473 -68.07776148 75.60839482 -68.05038391 75.60839482 -68.05038391'
218,ACS,WFC,13901,NGC1806-FIELD,75.62110200000001,-68.084749,CLEAR1L,F814W,Girardi,340,2011-10-12,jbhy51s8q,multiband/13901_NGC1806-FIELD/jbhy51s8q_flt.fits,'POLYGON 75.60839482 -68.05038391 75.52258751 -68.09573342 75.65532444 -68.12510439 75.73973473 -68.07776148 75.60839482 -68.05038391 75.60839482 -68.05038391'
219,WFC3,UVIS,13901,NGC1806,75.57458299999999,-67.98791700000001,F336W,...,Girardi,1200,2011-10-12,ibhy51rtq,multiband/13901_NGC1806/ibhy51rtq_flt.fits,'POLYGON 75.62062246 -67.96213362 75.50103321 -67.96956959 75.52852407 -68.01368899 75.64717133 -68.00683225 75.62062246 -67.96213362 75.62062246 -67.96213362'
220,WFC3,UVIS,13901,NGC1806,75.57458299999999,-67.98791700000001,F336W,...,Girardi,1190,2011-10-12,ibhy51rzq,multiband/13901_NGC1806/ibhy51rzq_flt.fits,'POLYGON 75.62062246 -67.96213362 75.50103321 -67.96956959 75.52852407 -68.01368899 75.64717133 -68.00683225 75.62062246 -67.96213362 75.62062246 -67.96213362'
221,WFC3,UVIS,13901,NGC1806,75.57458299999999,-67.98791700000001,F336W,...,Girardi,1190,2011-10-12,ibhy51s5q,multiband/13901_NGC1806/ibhy51s5q_flt.fits,'POLYGON 75.62062246 -67.96213362 75.50103321 -67.96956959 75.52852407 -68.01368899 75.64717133 -68.00683225 75.62062246 -67.96213362 75.62062246 -67.96213362'
222,ACS,WFC,13901,NGC1806,75.549875,-67.985814,F555W,CLEAR2L,Gilmore,300,2003-08-12,j8ne54mnq,multiband/13901_NGC1806/j8ne54mnq_flt.fits,'POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157'
223,ACS,WFC,13901,NGC1806,75.549875,-67.985814,CLEAR1L,F814W,Gilmore,200,2003-08-12,j8ne54mrq,multiband/13901_NGC1806/j8ne54mrq_flt.fits,'POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157'
224,ACS,WFC,13901,NGC1806,75.55115500000001,-67.985597,CLEAR1L,F435W,Goudfrooij,90,2005-09-29,j9es02ksq,multiband/13901_NGC1806/j9es02ksq_flt.fits,'POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157'
225,ACS,WFC,13901,NGC1806,75.55115500000001,-67.985597,CLEAR1L,F435W,Goudfrooij,340,2005-09-29,j9es02ktq,multiband/13901_NGC1806/j9es02ktq_flt.fits,'POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157'
226,ACS,WFC,13901,NGC1806,75.55115500000001,-67.985597,CLEAR1L,F435W,Goudfrooij,340,2005-09-29,j9es02kvq,multiband/13901_NGC1806/j9es02kvq_flt.fits,'POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157'
227,ACS,WFC,13901,NGC1806,75.55115500000001,-67.985597,F555W,CLEAR2L,Goudfrooij,40,2005-09-29,j9es02kyq,multiband/13901_NGC1806/j9es02kyq_flt.fits,'POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157'
228,ACS,WFC,13901,NGC1806,75.55115500000001,-67.985597,F555W,CLEAR2L,Goudfrooij,340,2005-09-29,j9es02kzq,multiband/13901_NGC1806/j9es02kzq_flt.fits,'POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157'
229,ACS,WFC,13901,NGC1806,75.55115500000001,-67.985597,F555W,CLEAR2L,Goudfrooij,340,2005-09-29,j9es02l1q,multiband/13901_NGC1806/j9es02l1q_flt.fits,'POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157'
230,ACS,WFC,13901,NGC1806,75.55115500000001,-67.985597,CLEAR1L,F814W,Goudfrooij,8,2005-09-29,j9es02l4q,multiband/13901_NGC1806/j9es02l4q_flt.fits,'POLYGON 75.54514989 -67.95608157 75.48862748 -68.0074067 75.55964601 -68.01593445 75.61505934 -67.96359266 75.54514989 -67.95608157 75.54514989 -67.95608157'
